risk_bonus,threshold,accuracy,precision_spam,recall_spam,f1_spam,macro_f1,weighted_f1,balanced_accuracy,false_positive_rate,true_negative,false_positive,false_negative,true_positive,roc_auc,pr_auc,recall_at_precision_90,recall_at_precision_95,split
0.0,0.3,0.9903571428571428,0.9537366548042705,0.950354609929078,0.9520426287744227,0.9733411476212792,0.9903495362432689,0.9725958911440467,0.005162827640984908,2505.0,13.0,14.0,268.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.35,0.9921428571428571,0.9710144927536232,0.950354609929078,0.9605734767025089,0.9781050644123414,0.9921052894549075,0.9735887426134667,0.003177124702144559,2510.0,8.0,14.0,268.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.4,0.9910714285714286,0.9706959706959707,0.9397163120567376,0.954954954954955,0.9749997767837213,0.991006998786979,0.9682695936772965,0.003177124702144559,2510.0,8.0,17.0,265.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.45,0.9910714285714286,0.9776951672862454,0.9326241134751773,0.9546279491833031,0.974838236821796,0.9909775950931069,0.9651206349742845,0.0023828435266084196,2512.0,6.0,19.0,263.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.5,0.9914285714285714,0.9813432835820896,0.9326241134751773,0.9563636363636364,0.9758055805580559,0.9913313617075993,0.9653192052681685,0.0019857029388403494,2513.0,5.0,19.0,263.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.55,0.99,0.9810606060606061,0.9184397163120568,0.9487179487179487,0.9715888912564813,0.9898529725122523,0.9582270066866082,0.0019857029388403494,2513.0,5.0,23.0,259.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.6,0.9882142857142857,0.9806949806949807,0.900709219858156,0.9390018484288355,0.9662394100811899,0.9879905486007129,0.9493617584596579,0.0019857029388403494,2513.0,5.0,28.0,254.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.65,0.9875,0.980544747081712,0.8936170212765957,0.935064935064935,0.9640746528713333,0.987240984662443,0.9458156591688777,0.0019857029388403494,2513.0,5.0,30.0,252.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.7,0.9875,0.984313725490196,0.8900709219858156,0.9348230912476723,0.9639550968780333,0.9872190842314217,0.9442411798173717,0.0015885623510722795,2514.0,4.0,31.0,251.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.75,0.9867857142857143,0.9880478087649402,0.8794326241134752,0.9305816135084428,0.961639731167089,0.9864418565544937,0.9391206011750854,0.0011914217633042098,2515.0,3.0,34.0,248.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.8,0.985,0.9878048780487805,0.8617021276595744,0.9204545454545454,0.9560868941783769,0.9845418698021222,0.9302553529481351,0.0011914217633042098,2515.0,3.0,39.0,243.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.85,0.9828571428571429,0.9875,0.8404255319148937,0.9080459770114943,0.9492967183206349,0.9822383817375059,0.9196170550757947,0.0011914217633042098,2515.0,3.0,45.0,237.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.9,0.98,0.9870689655172413,0.8120567375886525,0.8910505836575876,0.9400199831382707,0.9791255464378449,0.9054326579126741,0.0011914217633042098,2515.0,3.0,53.0,229.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,0.95,0.9792857142857143,0.995575221238938,0.7978723404255319,0.8858267716535433,0.9372181776570937,0.9782578861656431,0.8987375999188819,0.0003971405877680699,2517.0,1.0,57.0,225.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,1.0,0.9778571428571429,0.9954954954954955,0.7836879432624113,0.876984126984127,0.9324088609802895,0.9766694699857965,0.8916454013373216,0.0003971405877680699,2517.0,1.0,61.0,221.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,1.05,0.9760714285714286,0.9953917050691244,0.7659574468085106,0.8657314629258517,0.9262983917256195,0.974665410581434,0.8827801531103713,0.0003971405877680699,2517.0,1.0,66.0,216.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,1.1,0.9714285714285714,0.9950980392156863,0.7198581560283688,0.8353909465020576,0.9098738072361676,0.9693536917366925,0.8597305077203004,0.0003971405877680699,2517.0,1.0,79.0,203.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
0.0,1.15,0.9682142857142857,0.9948717948717949,0.6879432624113475,0.8134171907756813,0.8980222787764801,0.9655854847656894,0.8437730609117897,0.0003971405877680699,2517.0,1.0,88.0,194.0,0.9954286583407974,0.9859784220886751,0.9822695035460993,0.9645390070921985,validation
