protocol_id,dataset,model_version,training_scope,precision,recall,threshold
A,main_holdout,v8_semantic_main,main_only,0.14961605152340848,1.0,0.00557199090393968
A,main_holdout,v8_semantic_main,main_only,0.1499875838092873,1.0,0.005618905849521434
A,main_holdout,v8_semantic_main,main_only,0.1503609658949465,1.0,0.0056598055557802625
A,main_holdout,v8_semantic_main,main_only,0.15073621162964812,1.0,0.005723745554186098
A,main_holdout,v8_semantic_main,main_only,0.15111333500125093,1.0,0.005760136488584831
A,main_holdout,v8_semantic_main,main_only,0.15149235013794835,1.0,0.005803220730067412
A,main_holdout,v8_semantic_main,main_only,0.1518732713100327,1.0,0.005841590323783287
A,main_holdout,v8_semantic_main,main_only,0.15225611293168642,1.0,0.005891848091369074
A,main_holdout,v8_semantic_main,main_only,0.15264088956280011,1.0,0.005951730446517416
A,main_holdout,v8_semantic_main,main_only,0.15302761591081834,1.0,0.006020592134559225
A,main_holdout,v8_semantic_main,main_only,0.15341630683261367,1.0,0.006072133115748151
A,main_holdout,v8_semantic_main,main_only,0.1538069773363891,1.0,0.006096871578483817
A,main_holdout,v8_semantic_main,main_only,0.1541996425836099,1.0,0.006155182728501637
A,main_holdout,v8_semantic_main,main_only,0.15459431789096492,1.0,0.006222603785366566
A,main_holdout,v8_semantic_main,main_only,0.15499101873235824,1.0,0.006262119538087383
A,main_holdout,v8_semantic_main,main_only,0.1553897607409313,1.0,0.006311061651243235
A,main_holdout,v8_semantic_main,main_only,0.15579055971111685,1.0,0.006338303531424461
A,main_holdout,v8_semantic_main,main_only,0.15619343160072408,1.0,0.006367108597415073
A,main_holdout,v8_semantic_main,main_only,0.15659839253305677,1.0,0.006419202091273735
A,main_holdout,v8_semantic_main,main_only,0.15700545879906422,1.0,0.006466870243186534
A,main_holdout,v8_semantic_main,main_only,0.15741464685952566,1.0,0.006515308332350901
A,main_holdout,v8_semantic_main,main_only,0.1578259733472694,1.0,0.006558626498106526
A,main_holdout,v8_semantic_main,main_only,0.15823945506942624,1.0,0.006585061959374754
A,main_holdout,v8_semantic_main,main_only,0.15865510900971894,1.0,0.0066381568380899985
A,main_holdout,v8_semantic_main,main_only,0.15907295233078747,1.0,0.006700254993935952
A,main_holdout,v8_semantic_main,main_only,0.15949300237655137,1.0,0.006785929044602897
A,main_holdout,v8_semantic_main,main_only,0.15991527667460947,1.0,0.006849792185483668
A,main_holdout,v8_semantic_main,main_only,0.160339792938678,1.0,0.006875169696651184
A,main_holdout,v8_semantic_main,main_only,0.16076656907106734,1.0,0.006937155434756843
A,main_holdout,v8_semantic_main,main_only,0.16119562316519884,1.0,0.00698908754926664
A,main_holdout,v8_semantic_main,main_only,0.16162697350816163,1.0,0.00703654842737545
A,main_holdout,v8_semantic_main,main_only,0.16206063858331096,1.0,0.007102142538317654
A,main_holdout,v8_semantic_main,main_only,0.16249663707290826,1.0,0.00714628876003443
A,main_holdout,v8_semantic_main,main_only,0.16293498786080388,1.0,0.007204693426164239
A,main_holdout,v8_semantic_main,main_only,0.16337571003516366,1.0,0.007253502972454299
A,main_holdout,v8_semantic_main,main_only,0.1638188228912395,1.0,0.007294992605519358
A,main_holdout,v8_semantic_main,main_only,0.16426434593418549,1.0,0.007345019457614033
A,main_holdout,v8_semantic_main,main_only,0.16471229888191982,1.0,0.007438398381719748
A,main_holdout,v8_semantic_main,main_only,0.1651627016680339,1.0,0.007488964220132828
A,main_holdout,v8_semantic_main,main_only,0.16561557444474911,1.0,0.007519540984093261
A,main_holdout,v8_semantic_main,main_only,0.16607093758592245,1.0,0.007586774389260151
A,main_holdout,v8_semantic_main,main_only,0.166528811690102,1.0,0.007659966398297039
A,main_holdout,v8_semantic_main,main_only,0.16698921758363283,1.0,0.007689032103306782
A,main_holdout,v8_semantic_main,main_only,0.16745217632381482,1.0,0.0077551972776810215
A,main_holdout,v8_semantic_main,main_only,0.16796440489432704,1.0,0.00786497426058323
A,main_holdout,v8_semantic_main,main_only,0.16843279419966536,1.0,0.00794426744973095
A,main_holdout,v8_semantic_main,main_only,0.16890380313199105,1.0,0.008001247912137164
A,main_holdout,v8_semantic_main,main_only,0.1693774537296691,1.0,0.00806480839150398
A,main_holdout,v8_semantic_main,main_only,0.16985376827896512,1.0,0.00812840586088511
A,main_holdout,v8_semantic_main,main_only,0.17033276931754088,1.0,0.008227211890085708
A,main_holdout,v8_semantic_main,main_only,0.17081447963800905,1.0,0.008325708843905525
A,main_holdout,v8_semantic_main,main_only,0.1712989222915485,1.0,0.008388241854954544
A,main_holdout,v8_semantic_main,main_only,0.17178612059158135,1.0,0.008468428071695558
A,main_holdout,v8_semantic_main,main_only,0.17227609811751282,1.0,0.008520179051251506
A,main_holdout,v8_semantic_main,main_only,0.17276887871853547,1.0,0.008598508388992742
A,main_holdout,v8_semantic_main,main_only,0.17326448651749857,1.0,0.008674968635771779
A,main_holdout,v8_semantic_main,main_only,0.17376294591484465,1.0,0.008757688022267661
A,main_holdout,v8_semantic_main,main_only,0.17426428159261395,1.0,0.008813049541854584
